,tweet,tag,tag_idx
641,"In the main event: Max Holloway (22-6) vs Yair Rodriguez (14-2, 1 NC) #UFC #UFCVegas42",Darby,1
642,What the hell are you doing Herb 🤦‍♂️#UFCVegas42,Darby,1
643,"What a wild finish....but it was an early stoppage, imo. Ben should have been given a chance.   #UFCVegas42  #UFC",Darby,1
644,"lmaooooooo OOP ""awwww sad Ben"" @Pokemama91 😭😭  #UFCVegas42",Darby,1
645,EARLY STOPPAGE BEN ROTHWELL WAS ROBBED LOL #UFCVegas42,Darby,1
646,Worst stoppage iv seen. Big Ben still had fight in him #UFCVegas42,Darby,1
647,Wow I never want to eat those types of punches 😵‍💫☠️ #UFCVegas42,Darby,1
648,Herb Dean said fuck that and didn’t even try to break them to big ass heavyweights up for the stoppage. He was like…..I’ll wait until it calms down or De Lima tires himself out and then I’ll let them know I stopped it. Smart move #UFCVegas42,Darby,1
649,WTF is up with Her. Dean. He's lost his touch or wanted to join the fight. #UFCVegas42 #HerbDean #Menajahtwa,Darby,1
650,Herb just did the equivalent of this #ufcVegas42  https://t.co/FgVdE4J3Hf,Darby,1
652,As always I'm glad he stopped it but Herb Dean always waiting for the autopsy I guess 🤷  #UFCVegas42,Darby,1
653,Herb HAS to be more confident if he’s gonna step in and end a fight. Gotta do better. This has happened too much with him #UFCVegas42,Darby,1
654,Too Sweet @pezao011 #UFCVegas42,Darby,1
655,the return of herb dean? 🤷🏾‍♂️🤔 #MMATwitter #UFCVegas42,Darby,1
656,Well... that was disappointing.  At least it’s Max Holloway time now!  #UFCVegas42  https://t.co/cmWIwvGq4w,Darby,1
657,"Well well, from a rough early night... we're now in  + 3.50u profit 😋🔥✅  🇧🇷Rogerio de Lima @ +135 cashes  @BMRReviews   #UFCVegas42  https://t.co/6PYqNjy7B1",Darby,1
659,So excited for the main event #UFCVegas42,Darby,1
660,"Ehhh, not entirely sure about that stoppage. It was close, but I'm sure Big Ben Rothwell could've survived that. #UFCVegas42",Darby,1
661,"Herb Dean proving week after week why he isn't fit to referee and proving @danhardymma correct. He attempts to stop the fight, gives up and then stops it again after the fighter asked if the fight was stopped. So poorly done and something will go VERY wrong one day. #UFCVegas42",Darby,1
662,"The co-main event took no time to finish. Now, it is Holloway time.  #UFC #MMA #MMATwitter #UFCVegas42 #UFC268 #Poirer #Holloway #Rodriguez",Darby,1
663,Whoa. De Lima was throwing some HUGE shots awkward stoppage but impressive work on the feet #UFCVegas42,Darby,1
664,I don't know how Rothwell didn't crumble there. de Lima was throwing bombs at him and connecting with full power. #UFCVegas42,Darby,1
665,Marcos Rogerio de Lima stops Ben Rothwell! That was an interesting stoppage there by Herb Dean. #UFCVegas42,Darby,1
666,what the absolute fuck #UFCVegas42,Darby,1
667,"A great quick win for Marcos Rogerio de Lima, I don’t think Rothwell was prepared for his power #UFCVegas42",Darby,1
670,This dude is a liability... 😂🤦🏻‍♂️  #UFCVegas42,Darby,1
671,"I’m sorry, but “the gold standard of referees” shouldn’t be hesitating multiple times before stopping a fight. #UFCVegas42",Darby,1
673,It’s always tricky for the ref when someone is wobbled but the constant punches are keeping them standing #UFCVegas42,Darby,1
674,"Well, I did NOT see that coming! 😳 #UFCVegas42",Darby,1
675,I will agree good stoppage by herb dude was getting pounded #UFCVegas42,Darby,1
677,De Lima wanted to go home early 😂😂😂. #UFCVegas42,Darby,1
678,Fuck herb dean #UFCVegas42,Darby,1
679,Being a heavyweight must be tight lmao #ufcvegas42,Darby,1
680,That’s a broken schnozz if I ever seen one #UFCVegas42,Darby,1
681,Herb Dean just gets worse and worse man... #UFCVegas42,Darby,1
683,Dude. Herb wtf 😳 I…. #UFCVegas42,Darby,1
684,Just like that for Marcos Rogerio De Lima 🤯  He wins consecutive UFC fights for the first time since 2014 and Rothwell is KO’d for the first time since 2009.   That stings all three of the OO lads 😬  #UFCVegas42,Darby,1
685,"If De Lima doesn’t look at Herb there he’d probably let that go on and ignore that he’d just jumped in, he’s always doing that shit #UFCVegas42",Darby,1
686,"10 fights in, only ONE went to a decision. Insane !! #UFCVegas42",Darby,1
688,FACKIN A MAN #UFCVegas42,Darby,1
689,Herb 🤦‍♂️   #UFCVegas42,Darby,1
690,Lmaoo leave it up to Herb to screw up the stoppage again but probs to De Lima for recognizing it #UFCVegas42,Darby,1
691,Herb Dean just Lagged for the longest time #UFCVegas42,Darby,1
692,ITS OVERRR #UFCVegas42  https://t.co/rEadH7vYmG,Darby,1
693,What in the world was Herb Dean doing? You just can’t change your mind like that #UFCVegas42,Darby,1
694,Stoppage was weird. #UFCVegas42  https://t.co/6yF5V9N1qM,Darby,1
695,Well fuck #UFCVegas42,Darby,1
696,Holy Fuck !!!! What a fight De Lima #UFCVegas42,Darby,1
697,Main event time baby #UFCVegas42,Darby,1
698,What the hell was Herb Dean playing at?  #UFCVegas42,Darby,1
699,I leave the house for 5 minutes to pick up food and come back and Ben got KO???! #UFCVegas42,Darby,1
700,Herb Dean: #UFCVegas42  https://t.co/JwWHmPxADn,Darby,1
701,Herb Dean is so trash #UFCVegas42,Darby,1
702,Fantastic fights at #UFCVegas42 so far and we still have @BlessedMMA vs Yair still to come. Expecting an Instant classic,Darby,1
703,Holy shit! That was a quick KO #UFCVegas42,Darby,1
704,Yeah no these heavyweights can hit #UFCVegas42  https://t.co/hx70SVWvAn,Darby,1
705,Put hands all over that man lol Big dog throws bombs #UFCVegas42,Darby,1
706,✅ Rothwell vs Lima under 2.5 rounds @ -145  Retire Herb.  #UFCVegas42,Darby,1
707,Wow wow wow… that was quick #UFCVegas42,Darby,1
708,Good stoppage. #UFCVegas42,Darby,1
709,Herb Dean might be the worst ref still working. We all just agreed he was good for a while because Joe Rogan kept saying it. Now we see the truth  #UFCVegas42,Darby,1
710,KOs are cool but the best part about this one is now it’s Max time #UFCVegas42,Darby,1
711,7 Straight KO´s   Small Cage is undefeated. Only one decision tonight and that was a wmma fight.   #UFCVegas42,Darby,1
712,No issues with that stoppage from Herb Dean. #UFCVegas42,Darby,1
713,I hate when refs just “kinda” step in. You gotta get in there deep lol #UFCVegas42,Darby,1
714,Damn some nasty finishes today #UFCVegas42,Darby,1
715,My man Herb is slipping. They might as well ref themselves. #UFCVegas42 #HeSleepy,Darby,1
716,#sportsbetting #handicapping #sportsbettor #bettingpicks #GamblingTwitter #ufcbetting #MMA #ufc #MMATwitter #ufctwitter #ufcfightnight #UFC #UFCVegas42  Fight 10 Marcos Rogerio de Lima defeats Ben Rothwell by Rd1 KO  Picks: 4-6 Bets: 3-8 (-5.91U)  https://t.co/kSZSHLJ2Gr,Darby,1
717,Think it was a good stoppage #UFCVegas42,Darby,1
718,Herb Dean pulls a Dan miragliotta. #UFCVegas42,Darby,1
719,Early stoppage? #UFCVegas42,Darby,1
720,"Holy sh*t, these guys choose VIOLENCE today. 🔥 #UFCVegas42",Darby,1
723,Damn! This #UFCVegas42 card is going to be wonderfully brief. I love it!!  https://t.co/Ljv8sKsfM0,Darby,1
724,Herb Dean caught in two minds again. Touched him then tried to let it go then stops it again. #UFCVegas42,Darby,1
725,"Well that was a quick one, De Lima is unreal! #UFCVegas42",Darby,1
726,Wow De Lima! Herb Dean looked confused again on his own decision.   Always stay away from these mid tier heavyweight fights. #UFCVegas42,Darby,1
727,Herb Dean was waiting for him to die before he stopped it 😂😂#UFCVegas42,Darby,1
728,Early stoppage. They need to let these fighter fight. Ben was by far not knocked out. Pathetic  #UFCVegas42,Darby,1
730,Wtf is Herb dean doing lol #UFCVegas42  https://t.co/aHFyAJbgRn,Darby,1
731,herb dean 🤨🧐🤔 #UFCVegas42,Darby,1
732,Well that was awkward...... #UFCVegas42,Darby,1
733,Killer calf kick from De Lima let’s the hooks go an gets the quick win over Big Ben #UFCVegas42,Darby,1
735,"Weird stoppage aside, Rogerio came out absolutely swinging, which I did not expect to end in such a quick finish. #UFCVegas42 @DanYanofskyMMA",Darby,1
736,And again. Violent violent card. #UFCVegas42,Darby,1
737,Could care less about the stoppage but Herb Dean’s indecisiveness is going to seriously damage someone’s health in the future. Someone needs to sit down with the guy because it’s way too often and no-one in positions of power seems to critique it. #UFCVegas42,Darby,1
738,It was really quick 😭😭😭 #UFCVegas42,Darby,1
739,What kind of hesitant stoppage was that from Herb Dean?? #UFCVegas42,Darby,1
740,Holloway vs Rodriguez is LIVE NEXT on @ESPNPlus! #UFCVegas42  https://t.co/b8QPhDtMdT,Darby,1
741,Crazy how this card is filled with knockouts and the main event will probably go to decision #UFCVegas42,Darby,1
743,Herb dean doesn't know what to do with his hands #UFCVegas42,Darby,1
744,That was not a great stoppage there. What a shame. #UFCVegas42,Darby,1
745,Anyways Max Holloway next!! #UFCVegas42,Darby,1
746,The fence saved him many times. #UFCVegas42,Darby,1
747,lmao good lord what is herb doing man #UFCVegas42,Darby,1
749,What was herb dean doing 😂 #UFCVegas42,Darby,1
750,Well that was quick LMAOOO #UFCVegas42 #UFC,Darby,1
751,De Lima is scary #UFCVegas42,Darby,1
752,"This is so infuriating, week after week Herb does stupid shit. Yet he remains reffing. When is enough enough and people in the UFC understand he isn’t the gold standard anymore? #UFCVegas42",Darby,1
753,What a fast TKO #UFCVegas42,Darby,1
754,Bro only 1 decision so far! What a card #UFCVegas42,Darby,1
755,Rogerio de Lima displays his devastating power and finishes Ben Rothwell in the opening minutes of the first round.  What an incredible night this has been!  #UFCVegas42,Darby,1
756,That was quick #UFCVegas42,Darby,1
757,Heavyweight MMA is just insane #UFCVegas42,Darby,1
758,Herb deans strikes again 😂😂😭 #UFCVegas42,Darby,1
760,LETS GOOO LIMA! I KNEW IT WAS GOOD TO BET ON THE UNDERDOG 🤣🤣🤣 EASY KO haahah. all those punches as a Heavyweight gadaaamn #UFCVegas42,Darby,1
762,HERB DEAN WTF U DOINKKK MAAAAN #UFCVegas42,Darby,1
763,Herb Dean is a disgrace to mma #UFCVegas42,Darby,1
764,"Why does Herb Dean have to make every stoppage look so awkward lol not saying whether it was right or wrong, probably right but it just looked weird lol 😆🤦‍♂️ #UFCVegas42",Darby,1
765,"Herb Dean stepped in, but still a late stoppage. #UFCVegas42",Darby,1
766,Spectacular fight night! #UFCVegas42,Darby,1
767,Pezao with the KO !!!  Wow. He didn't even let Rothwell breathe.  #UFCVegas42,Darby,1
768,That was a awkward stoppage #UFCVegas42  https://t.co/mVIs72CZUs,Darby,1
769,WOW He didn’t get the chance. De Lima finished him early #Ufcvegas42 #MMATwitter,Darby,1
770,SWINGING ABSOLUTE WINDMILLS 💣💣💣  @Pezao011 ends it almost straight away! #UFCVegas42  https://t.co/ke3co47Pyn,Darby,1
771,Herb Dick 🤮 #UFCVegas42,Darby,1
773,Dan Hardy is screaming at that stoppage lol #UFCVegas42,Darby,1
774,Herb dean at it again #UFCVegas42,Darby,1
775,"Thoughts on stoppage aside, Ben was hurt. That’s a losing night for me but no disagreement on that result. #UFCVegas42",Darby,1
777,First time Big Ben was knocked out in 12 YEARS #UFCVegas42,Darby,1
778,Another fight fumbled by Herb Dean…  #UFCVegas42,Darby,1
779,What a sick first rounder! #UFCVegas42,Darby,1
781,Lmao aye man Ben Rothwell just got his ASS BEAT #UFCVegas42 O M G,Darby,1
782,Bad stoppage. #UFCVegas42,Darby,1
783,"Lima couldn’t wait to see Max Blessed fight either. 😂😂😂Dayum, killa. #UFCVegas42",Darby,1
784,STOP Herb Dean  #UFCVegas42,Darby,1
785,Herb Dean needs to retire as a ref #UFCVegas42,Darby,1
787,Herb Dean is washed what a fucking ref 😂 #UFCVegas42,Darby,1
788,feel bad for Big Ben #UFCVegas42,Darby,1
789,Herb Dean shenanigans aside that was a fair stoppage cuz Rothwell was getting absolutely WALLOPED. #UFCVegas42,Darby,1
790,Was Herb Dean about to let that continue until Pezao reminded him he stopped it? #UFCVegas42,Darby,1
792,Main event clash 😔💔 #GalahadMartinez #UFCVegas42,Darby,1
793,Herb Dean is tripping. Ben was awake by the time he stopped the fight. #UFCVegas42,Darby,1
794,What a card  #UFCVegas42,Darby,1
795,I know Brendan Schaub was mad watching that one #UFCVegas42,Darby,1
796,Only one fight on this card has gone the distance. VERY solid event. Dana White is going to have a rough tune deciding who gets bonuses (unless everyone gets one 🤷🏻‍♂️). #UFCVegas42,Darby,1
797,"Yo Herb, you good? #UFCVegas42",Darby,1
799,Like I said. This mfr 🇧🇷 is crazy powerful #UFCVegas42,Darby,1
800,How is there not someone evaluating Herbs performance? #UFCVegas42,Darby,1
802,❌Rothwell. Probably the worst stoppage ever. Herb Dean is washed. #UFCVegas42,Darby,1
803,"Hold on, what the actual fuck was that @HerbDeanMMA??? That was disgusting refereeing in the Rothwell fight. #UFCVegas42",Darby,1
804,Honestly Herb Dean making a decision wouldn’t be a bad thing to do. #UFCVegas42,Darby,1
805,Wowwwwwww Rogeiro Lima !!! Paliza a Ben Rothwell.   #UFCVegas42,Darby,1
806,What is in the water at the UFC Apex center tonight KO’s for days #UFCVegas42,Darby,1
807,Stoppage was weird but prob right. Ben was getting smacked #UFCVegas42,Darby,1
808,Bigfoot (not Antonio Silva) takes out Big Ben... #UFCVegas42,Darby,1
809,He just didn’t stop punching it was so fast #UFCVegas42,Darby,1
810,"Herb Dean always gets the most difficult fights to ref, I’d be confused too #UFCVegas42",Darby,1
811,About 9 bonuses tonight @danawhite #UFCVegas42,Darby,1
812,Someone bring a coffee to Herb #UFCVegas42,Darby,1
813,HERRRRRRB? WHAT ARE YOU DOOOOOOOING!?!?!?!?!?! 😭😭😭😭😭😭😭😭😭😭😭 #UFCVegas42,Darby,1
814,I wanna see Pezao step in and fight @AugustoSakai #UFCVegas42,Darby,1
815,"@HerbDeanMMA being indecisive, what a fucking joke.  #UFCVegas42 #UFC @JohnMcCarthyMMA @danhardymma",Darby,1
816,Can’t blame herb for the stoppage there #UFCVegas42,Darby,1
817,Herb needs to stop this shit man..... either stop the fight or don't. #UFCVegas42,Darby,1
818,UPSET ALERT! Marcos Rogerio De Lima {+130} DEFEATS Ben Rothwell {-150} via 1 round #KNOCKOUT on #UFCOVID19. Won’t Go 3 rounds {-150} &amp; De Lima wins inside the distance {+280} hits! #UFC #MMA #fightjunkie #GamblingTwitter #MMATwitter #fightjunkiePodcast #UFCBetting #UFCVegas42  https://t.co/54N8CvBBDn,Darby,1
820,Herb Dean could have stopped that seconds ago #UFCVegas42,Darby,1
821,Hate to see Ben Rothwell get taken out like that #UFCVegas42,Darby,1
822,"Wow 🤩, what a beatdown from start to finish. Almost looked like @francis_ngannou but with less power. #UFCVegas42  Herb Dean was confused!!!",Darby,1
824,I’m a min or two behind I got Ben for sure easy dub #UFCVegas42,Darby,1
825,Rothwell definitely went out a couple times in there. Totally fine stoppage. Brutal stuff from de Lima. #UFCVegas42,Darby,1
827,"If Max Holloway and Yair Rodriguez go the distance at #ufcvegas42, it will be a Fight of the Year candidate for sure....@ufc @BlessedMMA @panteraufc",Darby,1
828,herb cannot be in there with heavy weighs #UFCVegas42,Darby,1
829,Herb with his signature delayed decisions 😂😂#UFCVegas42,Darby,1
830,Herb Dean😂#UFCVegas42,Darby,1
831,What a start from Lima 😳 #UFCVegas42,Darby,1
832,Ugliest knockout ive ever seen. #UFCVegas42,Darby,1
833,@danhardymma Your Buddy Herb Dean with excellent reffing once again! 🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️ #ufcvegas42,Darby,1
834,Oh my god!😧 #UFCVegas42,Darby,1
836,"I love Herb but he's had too many of these half in half out stops. I've been to his course , I know how serious he takes this but not good, 2 in the same night. #UFCVegas42",Darby,1
837,The fuck did I just witness?😳😳 #UFCVegas42,Darby,1
838,Herb Dean is an awful ref and we don’t talk about that enough #UFCVegas42,Darby,1
839,Shocking from herb dean as per usual. Great shots from de Lima. #UFCVegas42,Darby,1
840,"First knockout loss for Rothwell since UFC 104 against Cain Velasquez, Steve Mazzagatti the referee  Herb Dean the referee at #UFCVegas42 here tonight",Darby,1
841,Herb Dean sucks. It's either too late or too early with his stoppages. #UFCVegas42,Darby,1
842,de Lima with some huge punches in that exchange…wow #UFCVegas42,Darby,1
843,"By the way, what was Herb Dean doing? He stopped the fight, but was letting it continue. The fight only came to a close after Marcos Rogério de Lima questioned the stoppage.   #UFCVegas42",Darby,1
844,de lima unloaded from the depths of hell with those shots. was thinking before the fight if the size of your cross has anything to do with its spiritual impact but i just got my answer #UFCVegas42,Darby,1
845,The fuck was Herb Dean doing? #UFCVegas42,Darby,1
846,TOPPLED BIG BEN!  🇧🇷 @Pezao011 came out with a flurry of fury to STEAMROLL Rothwell early! #UFCVegas42  https://t.co/NsLVxBV1IA,Darby,1
847,Herb Dean fucking sucks. STEP IN AND ACTUALLY STOP THE FUCKING FIGHT #UFCVegas42,Darby,1
848,"Herb stopped it, then was willing to let it carry on if De Lima carried on lol ffs #MMATwitter #UFCVegas42",Darby,1
849,Rogerio de Lima finishes quickly.  Rogerio actually saved Ben. Kudos to the guy.  #UFCVegas42,Darby,1
850,how is this card free #UFCVegas42,Darby,1
851,#UFCVegas42 Herb with another pump fake stoppage 😂,Darby,1
852,Big win by Marcos Pezão today in UFC. Biggest Win of his MMA career. #UFCVegas42 #kickboxingrules,Darby,1
853,HA !!! What a crazy parlay. Went from easy to KHAOS to easy … shouldn’t of hedged those four units. But still walk away with +8u ✅💰🤑 #UFCVegas42,Darby,1
854,That was violent. Herb almost let him have a second go though 😂😂😂 #UFCVegas42,Darby,1
855,Dayum he made Big Ben a bobble head. #UFCVegas42,Darby,1
856,"Marcos Rogerio de Lima came into this fighter with an average UFC fight time of 5:19, 6th shortest among active UFC fighters (min. 5 fights). And now he adds a 32-second KO. #UFCVegas42",Darby,1
857,Daaaaaaaaaamn Rothwell got ROCKED. #UFCVegas42,Darby,1
858,LMAOOO WTF WAS THAT FIGHT #UFCVegas42,Darby,1
859,This card is violent af 😭 #UFCVegas42,Darby,1
860,Big bastards swinging in the UFC #UFCVegas42   💥 Crash bang wallop 💥,Darby,1
861,Lima came to fight. What a finish over the always tough Ben Rothwell. #UFCVegas42,Darby,1
862,Herb dean fault #UFCVegas42,Darby,1
863,Herb Dean with another masterclass. Either stop it or don't dickhead. #UFCVegas42,Darby,1
864,Herb Dean strikes again #UFCVegas42,Darby,1
865,Herb Dean has got to go #UFCVegas42,Darby,1
867,"Replay of Ribas vs Rodriguez? But, really nice work by Bigfoot De Lima. #UFCVegas42",Darby,1
869,"Herb ""Not so Gold Standard"" Dean.  #UFCVegas42",Darby,1
871,Well that was something. De Lima just absolutely tee'd off on Big Ben. #UFCVegas42,Darby,1
872,"Wow that pressure was perfect, he wasn’t ready for that #ufcvegas42",Darby,1
873,Kinda don't like that stoppage. #UFCVegas42,Darby,1
874,Remember when Joe Rogan said Herb Dean is the gold standard ffs #UFCVegas42,Darby,1
875,Herb Dean rn #UFCVegas42  https://t.co/XmGJqJB9ME,Darby,1
876,Herb Dean’s fault #UFCVegas42,Darby,1
878,How does Herb Dean’s indecisiveness get worse the more fights he refs? #ufc #UFCVegas42 #ufcfightnight,Darby,1
879,"Bisping is a dumb ass, his head would not come off his shoulders from a punch.   #UFCVegas42",Darby,1
880,1u De Lima (+125)💰 1u De Lima/Rothwell under 2.5 (-142)💰  +2.25u. HOLY SHIT HERB!  #UFCVegas42,Darby,1
881,HESITANT HERB DEAN SUCKS! OVERRATED AS HELL! #ufcvegas42,Darby,1
882,Wtf was that did herb change his mind  #UFCVegas42,Darby,1
883,How bad can Herb get. Either stop the fight or don’t. He shouldn’t be reffing anymore. #UFCVegas42,Darby,1
884,Jesus! That was quick! #UFCVegas42,Darby,1
885,Herb is so bad. #UFCVegas42,Darby,1
886,Damnnnnnnn fuckin Ben got sleeeept #UFCVegas42,Darby,1
887,"Lol, fuckin Herb Dean #UFCVegas42",Darby,1
888,"Herb was wildin man, Ben got CTE like 10 times in that fight smh #UFCVegas42",Darby,1
889,Herb wtf. Who lets this man still ref? #UFCVegas42,Darby,1
890,What in the fuck #UFCVegas42,Darby,1
891,#UFCVegas42 woooow that was quick,Darby,1
892,Herb Dean always confused lmao #UFCVegas42,Darby,1
894,Oh my gosh!! #UFCVegas42 what the hell just happened,Darby,1
895,holy fuck herb dean should just stop being a referee at this point #UFCVegas42,Darby,1
896,"Bisping, ""That was a solid stoppage""   My man, that was a fuck up of epic proportions on the part of Herb Dean.   #UFCVegas42",Darby,1
897,That was fast...... #ufcvegas42,Darby,1
898,Bruh that was mad hahahaha #UFCVegas42,Darby,1
899,Omggggggg those shots are so powerful #UFCVegas42,Darby,1
900,Herb Dean is broken. Sad to see it. #UFCVegas42,Darby,1
901,Eh. I think Herb was a little quick on the trigger with that stoppage #UFCVegas42,Darby,1
903,Herb Dean needa learn how to stop a fight I was confused af at the end of that🤦‍♂️🤦‍♂️ #UFCVegas42,Darby,1
904,Wow. De Lima just spun him on sight LOL. Mazza #UFCVegas42,Darby,1
905,"Another fuck up by Herb #UFCVegas42  ""solid stoppage ""my arse @bisping",Darby,1
906,Herb…#UFCVegas42,Darby,1
908,We getting rid of fkn herb yet??? #UFCVegas42,Darby,1
911,Herb Dean what are you at man?!? Make the damn decision.   #UFCVegas42,Darby,1
912,Herb Dean just pulled a Herb Dean. #UFCVegas42,Darby,1
913,So was Herb Dean stopping that or was he deciding not to stop that while in the process of stopping it?  #UFCVegas42 #MMATwitter,Darby,1
914,DE LIMA ENDS IT IN SECONDS 😱   Your #UFCVegas42 co-main is over just like that!  https://t.co/d9ZSRzTjoB,Darby,1
915,"@danhardymma fuck, Herb Dean is at it again.  How is he the most trusted ref to the #UFC.  He’s so unsure of himself.  #UFCVegas42",Darby,1
916,Herb Fked up #UFCVegas42,Darby,1
917,This card has been insane #UFCVegas42,Darby,1
918,Weird stoppage. #UFCVegas42,Darby,1
919,So I get to sit down and finally catch a card and I get this!! Crazy by Lima #UFCVegas42   (Couldn’t miss @BlessedMMA),Darby,1
920,What just happened! Wow! 😳  #UFCVegas42,Darby,1
921,HOLY SHIT THAT WAS 20 SECONDS #UFCVegas42,Darby,1
922,he almost met his maker... #UFCVegas42    https://t.co/Mspri4IJr2,Darby,1
923,Holy Crap! De Lima almost took Bens head off! #UFCVegas42,Darby,1
924,Herb Dean was like “Stop” “Oh ok never mind “ “Stop” #UFCVegas42,Darby,1
925,Sheesh. Heavy! #UFCVegas42,Darby,1
927,Quick night #UFCVegas42,Darby,1
928,UHHHHHHH that was a weird one haha  #UFCVegas42  https://t.co/iHFbwltpqD,Darby,1
930,Herb got the yipps  #UFCVegas42,Darby,1
931,This card fucking fire #UFCVegas42,Darby,1
932,Bump #UFCVegas42,Darby,1
933,De Lima ML (+150) ✅  Cash it 💰💰💰  #UFCVegas42  #GamblingTwitter,Darby,1
934,Good stoppage there. That was headed in one ugly direction.  #UFCVegas42,Darby,1
935,ohhhhhh wowww 😳😳😳 #UFCVegas42,Darby,1
936,All these ref suck fire them all mark Smith in the last fight now herb #MMATwitter #UFCVegas42,Darby,1
937,NVM LMAOOOO #UFCVegas42,Darby,1
939,"Corrrr, de Lima, that was scary! 🤣 #UFCVegas42",Darby,1
942,Sloppy stoppage for sure.  But enough damage done to justify a stoppage.  #UFCVegas42,Darby,1
943,WTF herb 😂😂😂 #UFCVegas42,Darby,1
944,Herb Dean deciding when to stop a fight #UFCVegas42  https://t.co/vniyZ6XXv7,Darby,1
945,Herb Dean wasn't sure what to do there for a second lmao #UFCVegas42,Darby,1
946,"Oh well, to be fair he was out the moment herb step in #UFCVegas42",Darby,1
948,Pain #UFCVegas42,Darby,1
950,Lima murked him ! #UFCVegas42,Darby,1
951,That was crazy!!! #UFCVegas42,Darby,1
953,"Wasting NO time, @Pezao011 gets it done in under 1 minute ⏱  [ #UFCVegas42 | Main Card Live NOW on @ESPNPlus ]  https://t.co/a3W6Nb5C9S",Darby,1
954,Where's @danhardymma ? 👀 😂 #UFCVegas42,Darby,1
955,"That was a bit of an odd stoppage. Herb Dean (rightfully so) attempted to step in and stop the fight, backed off, and then stopped it again as Ben Rothwell collapsed.  #UFCVegas42",Darby,1
956,The power in those strikes 😳 #UFCVegas42,Darby,1
957,Herb Dean. Wtf #UFCVegas42,Darby,1
958,Ben Rothwell vs Marcos Rogério de Lima WHO WINS?  UFCFight Night: #ufcvegas42 #ufc #Bellator271 #mmastreams Heavyweight·Co-main #Kenosha #Wisconsin,Darby,1
959,Oh my god de Lima 😱 #UFCVegas42,Darby,1
960,"For Ben Rothwell, one of the most durable heavyweights of all time, to be finished like that is pretty insane. De Lima packing absolute heat. #UFCVegas42",Darby,1
961,Herb Dean should not be allowed in a cage. Period. #UFCVegas42,Darby,1
963,That was insane 🤯🤯#UFCVegas42,Darby,1
965,Absolute bombs 😅😱 #UFCVegas42,Darby,1
967,Awkward stoppage but probably valid because de Lima was nearly decapitating Rothwell. #UFCVegas42,Darby,1
968,"Oh... I think, a little failure of Herb Dean's. #ufcvegas42",Darby,1
969,Bigfoot &gt; Big Ben #UFCVegas42,Darby,1
971,indecisive Herb strikes again #UFCVegas42,Darby,1
972,Missed the co-main. That's what I get for blinking #UFCVegas42,Darby,1
973,#UFCVegas42 cut herb dean,Darby,1
974,Big Ben gets flattened. That was shocking. #UFCVegas42,Darby,1
975,Herb robbed us #UFCVegas42,Darby,1
976,The good ol' half stoppage...  #UFCVegas42,Darby,1
977,Yet another example of Herb Dean refusing to commit to a stoppage #UFCVegas42,Darby,1
978,Oh my ducking god #UFCVegas42,Darby,1
979,Good old Herb Dean doing what he does best! #UFCVegas42,Darby,1
980,HERB DEAN IS A CRIMINAL #ufcvegas42,Darby,1
981,Wtf was that #UFCVegas42,Darby,1
984,Ben was all over the place 😂 #UFCVegas42,Darby,1
985,Tonight’s winner? Violence #UFCVegas42,Darby,1
986,Herb looks lost again!  Get in there or get the fuck out of the way!  #UFCVegas42,Darby,1
987,Herb Dean strikes again #UFCVegas42  https://t.co/ZSLHvYVP2i,Darby,1
989,God damn Rothwell was doing the stanky leg. Those were some huge shots from de Lima #UFCVegas42,Darby,1
990,Dawg #UFCVegas42 is going nuts. Every fight I’ve watched has been a finish so far 😳,Darby,1
991,Herb Dean right now … #UFCVegas42  https://t.co/vaXSPMCSuP,Darby,1
992,Herb is so indecisive man wtf #UFCVegas42,Darby,1
993,Herb Dean really needs to get his decisions straight 😅 #UFCVegas42,Darby,1
994,Crazy finish by Marcos Rogerio de Lima as he lands some big punches on Ben Rothwell to get the finish #UFCVegas42,Darby,1
997,There goes Hesitation Herb Dean again. #UFCVegas42,Darby,1
998,Herb Dean taken his time there! @ufc he needs to go its every week #UFCVegas42,Darby,1
999,"""Don't fear me...    Come on guys""  ""Fear the consequences""   #UFCVegas42",Darby,1
1001,LOL FUCK YOU ROTHWELL #UFCVegas42,Darby,1
1002,that was quick 😅 #UFCVegas42,Darby,1
1003,Wow 😮 that was quick - Rothwell out a couple times then #UFCVegas42,Darby,1
1004,That was rough to watch. Love Ben #UFCVegas42,Darby,1
1006,Weird stoppage was weird #UFCVegas42,Darby,1
1007,Herb Dean?!?! What’re you doing? #UFCVegas42,Darby,1
1008,GOLLY JUST SWINGING FOR THE KILL #UFCVegas42,Darby,1
1009,Holy smokes #UFCVegas42,Darby,1
1010,FUCK #UFCVegas42  https://t.co/v2kmRKfgxv,Darby,1
1011,Rothwell got SLUMPED #UFCVegas42,Darby,1
1012,wow that was fast!!! #UFCVegas42,Darby,1
1013,Herb Dean needs to be retired. Wtf was that stoppage ? #UFCVegas42,Darby,1
1014,Even @BCampbell couldn’t finish a hotdog that fast #UFCvegas42,Darby,1
1016,Pezao just BLITZED Rothwell. Holy shit. #UFCVegas42,Darby,1
1017,Who'd have thought fat Dwayne Johnson vs rejected cult leader would be such a banger #UFCVegas42,Darby,1
1018,@danhardymma WHAT. THE. FUCK. HERB!?!?!?!?!  MAKE A GODDAMN DECISION!!!  #UFCVegas42,Darby,1
